Sentence,NER
Sampras avenged that defeat with a straight sets win over the 19-year-old power hitter in the second round at Wimbledon and their rubber match in New York could provide some first-week fireworks .,I-PER O O O O O O O O O O O O O O O O O O I-LOC O O O O O I-LOC I-LOC O O O O O O
"While only a stunning upset will keep Graf from sailing through to a predictable semifinal showdown with third seed Arantxa Sanchez Vicario , the German star could also be tested in the third round where she will probably face 28th-ranked veteran Natasha Zvereva of Belarus .",O O O O O O O I-PER O O O O O O O O O O O I-PER I-PER I-PER O O I-MISC O O O O O O O O O O O O O O O O I-PER I-PER O I-LOC O
There will be no repeat of last year 's men 's final with eighth-ranked Andre Agassi landing in Sampras 's half of the draw .,O O O O O O O O O O O O O O I-PER I-PER O O I-PER O O O O O O
"Bumping Agassi up to the sixth seeding avoided the possibility that he would run into Sampras as early as the quarter-finals , but they could lock horns in the semis .",O I-PER O O O O O O O O O O O O O I-PER O O O O O O O O O O O O O O O
Olympic champion Agassi meets Karim Alami of Morocco in the first round .,I-MISC O I-PER O I-PER I-PER O I-LOC O O O O O
"Surprise second seed Michael Chang , ranked third in the world , opens against Czech Daniel Vacek , while women 's second seed Monica Seles drew American Anne Miller as her first victim .",O O O I-PER I-PER O O O O O O O O O I-MISC I-PER I-PER O O O O O O I-PER I-PER O I-MISC I-PER I-PER O O O O O
"Second-ranked Austrian Thomas Muster , who was seeded third , did not have the luck of the draw with him .",O I-MISC I-PER I-PER O O O O O O O O O O O O O O O O O
"In the first round Muster faces American Richey Reneberg , who has been playing some of the best tennis of his career of late .",O O O O I-PER O I-MISC I-PER I-PER O O O O O O O O O O O O O O O O
"If he survives , Muster is seeded to run into either fifth-seeded Wimbledon champion Richard Krajicek of the Netherlands or 12th-seeded American Todd Martin in the quarter-finals in Chang 's half of the draw .",O O O O I-PER O O O O O O O I-MISC O I-PER I-PER O O I-LOC O O I-MISC I-PER I-PER O O O O I-PER O O O O O O
"Perhaps the best , yet most unfortunate , first-round matchup of the men 's competition pits eighth seed Jim Courier against retiring star Stefan Edberg .",O O O O O O O O O O O O O O O O O O I-PER I-PER O O O I-PER I-PER O
The popular Swede is playing his final major tournament next week and the two-time champion 's Grand Slam farewell could well be a one-match affair .,O O I-MISC O O O O O O O O O O O O O I-MISC I-MISC O O O O O O O O
"With the exception of a Philippoussis showdown , Sampras looks to have landed in a comfortable quarter of the draw with the likes of Frenchman Cedric Pioline and ailing French Open champion Yevgeny Kafelnikov , who is nursing a rib injury , in his path .",O O O O O I-PER O O I-PER O O O O O O O O O O O O O O O I-MISC I-PER I-PER O O I-MISC I-MISC O I-PER I-PER O O O O O O O O O O O O
"Seles , runner-up to Graf last year , is seeded to run into fifth-ranked German Anke Huber in the quarter-finals with fourth seed Conchita Martinez or eighth-seeded Olympic champion Lindsay Davenport looking like her most likely semifinal opponents .",I-PER O O O I-PER O O O O O O O O O I-MISC I-PER I-PER O O O O O O I-PER I-PER O O I-MISC O I-PER I-PER O O O O O O O O
But Huber will be tested immediately with a first-round encounter against dangerous 18th-ranked South African Amanda Coetzer .,O I-PER O O O O O O O O O O O I-MISC I-MISC I-PER I-PER O
"Sanchez Vicario , runner-up to Graf at the French Open and Wimbledon , begins play against a qualifier in a quarter of the draw that includes young talent Martina Hingis , the 16th seed , before a probable quarter-final clash with seventh-seeded veteran Jana Novotna .",I-PER I-PER O O O I-PER O O I-MISC I-MISC O I-MISC O O O O O O O O O O O O O O O O I-PER I-PER O O O O O O O O O O O O O I-PER I-PER O
Martinez begins play against Ruxandra Dragomir of Romania .,I-PER O O O I-PER I-PER O I-LOC O
-- Sydney Newsroom 61-2 9373-1800,O I-ORG I-ORG O O
-DOCSTART-,O
"RTRS - Tennis - Muster upset , Philippoussis wins , Stoltenberg loses .",I-ORG O O O I-PER O O I-PER O O I-PER O O
TORONTO 1996-08-21,I-LOC O
Top-seeded Thomas Muster of Austria was beaten 6-3 7-5 by 123rd-ranked Daniel Nestor of Canada on Wednesday in his first match of the $ 2 million Canadian Open .,O I-PER I-PER O I-LOC O O O O O O I-PER I-PER O I-LOC O O O O O O O O O O O I-MISC I-MISC O
"A lefthander with a strong serve , Nestor kept the rallies short by constantly attacking the net and the tactic worked in the second-round match against Muster , playing his first match after receiving a first-round bye along with the other top eight seeds .",O O O O O O O I-PER O O O O O O O O O O O O O O O O O O I-PER O O O O O O O O O O O O O O O O O O
The tournament also lost its second seed on the third day of play when second-seeded Goran Ivanisevic of Croatia was beaten 6-7(3-7 ) 6-4 6-4 by unseeded Mikael Tillstrom of Sweden .,O O O O O O O O O O O O O O O I-PER I-PER O I-LOC O O O O O O O O I-PER I-PER O I-LOC O
"Other seeded players advancing were number three Wayne Ferreira of South Africa , number four Marcelo Rios of Chile , number six MaliVai Washington of the United States and American Todd Martin , the seventh seeed .",O O O O O O O I-PER I-PER O I-LOC I-LOC O O O I-PER I-PER O I-LOC O O O I-PER I-PER O O I-LOC I-LOC O I-MISC I-PER I-PER O O O O O
"Eighth seed Marc Rosset of Switzerland was eliminated in a one hour , 55 minute battle by unseeded Mark Philippoussis of Australia .",O O I-PER I-PER O I-LOC O O O O O O O O O O O O I-PER I-PER O I-LOC O
Philippoussis saved a match point at 5-6 in the third-set tie break before winning 6-3 3-6 7-6 ( 8-6 ) .,I-PER O O O O O O O O O O O O O O O O O O O O
"Philippoussis 's compatriot , 13th seed Jason Stoltenberg , was not as fortunate .",I-PER O O O O O I-PER I-PER O O O O O O
He held one match point at 9-8 in a marathon third-set tie break but was beaten 5-7 7-6 ( 7-1 ) 7-6 ( 13-11 ) by unseeded Daniel Vacek of the Czech Republic .,O O O O O O O O O O O O O O O O O O O O O O O O O O O I-PER I-PER O O I-LOC I-LOC O
""" I knew I had to serve well and keep the points short and that 's what I was able to do , "" said Nestor , who ranks 10th in doubles .",O O O O O O O O O O O O O O O O O O O O O O O O O I-PER O O O O O O O
There were only two service breaks in the match .,O O O O O O O O O O
The lanky Canadian broke Muster at 4-3 in the first set and 5-5 in the second before ending the match on his third match point when the Austrian hit a service return long .,O O I-MISC O I-PER O O O O O O O O O O O O O O O O O O O O O O I-MISC O O O O O O
""" I probably did n't hit five ground strokes in the whole match , "" said Muster , only partly joking . """,O O O O O O O O O O O O O O O O I-PER O O O O O O
"The way he was chipping and charging and serving and volleying I did n't really get my timing playing from the baseline . """,O O O O O O O O O O O O O O O O O O O O O O O O
""" He played a good match , took a few chances , and every time he was down he was able to come up with a big first serve . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Playing at night was not Muster 's preference . """,O O O O O I-PER O O O O
"I asked for a day match and they gave me a night match , "" he said . """,O O O O O O O O O O O O O O O O O O O
"I do n't like playing under the lights but maybe it would not have made any difference . """,O O O O O O O O O O O O O O O O O O O
"Ivanisevic rallied from a 2-5 deficit in the first set but then played erratically against the 44th-ranked Tillstrom , who was a surprise winner over his famous compatriot Stefan Edberg in the second round at Wimbledon .",I-PER O O O O O O O O O O O O O O O O I-PER O O O O O O O O O O I-PER I-PER O O O O O I-LOC O
Ivanisevic hit 32 aces but was outplayed from the back court by the 24-year-old Tillstrom .,I-PER O O O O O O O O O O O O O I-PER O
"The sixth-ranked Ivanisevic , who lost in the final at Indianapolis to world number one Pete Sampras of the U.S. last Sunday , made a quick getaway after his loss but did say : "" Something was not there when I arrived ( in Toronto ) .",O O I-PER O O O O O O O I-LOC O O O O I-PER I-PER O O I-LOC O O O O O O O O O O O O O O O O O O O O O O O O I-LOC O O
I did n't feel good .,O O O O O O
"And I did n't have a good feeling as soon as I lost in my doubles ( on Tuesday ) . """,O O O O O O O O O O O O O O O O O O O O O O
""" I thought he looked a little unfocused at certain times on his ground strokes , "" said Tillstrom .",O O O O O O O O O O O O O O O O O O I-PER O
"The 19-year-old Philippoussis , who beat Sampras in the third round of this year 's Australian Open , stayed calm in a nervy third-set tie break against Rosset .",O O I-PER O O O I-PER O O O O O O O O I-MISC I-MISC O O O O O O O O O O I-PER O
""" I 'm pleased because I did n't play that great today , but I fought really well , "" he said . """,O O O O O O O O O O O O O O O O O O O O O O O O
"When I was down 2-5 in the tiebreak ( in the third set ) , I just thought about winning my two serves and hoped that he might get tight .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Then he shanked a forehand at to make it 5-all and that helped me back . """,O O O O O O O O O O O O O O O O O
-DOCSTART-,O
Soccer - Results of South Korean pro-soccer games .,O O O O I-MISC I-MISC O O O
SEOUL 1996-08-22,I-LOC O
Results of South Korean pro-soccer games played on Wednesday .,O O I-MISC I-MISC O O O O O O
Anyang 3 Chonnam 3 ( halftime 2-0 ),I-ORG O I-ORG O O O O O
Puchon 0 Suwon 0 ( halftime 0-0 ),I-ORG O I-ORG O O O O O
"Standings after games played on Wednesday ( tabulate under - won , drawn , lost , goals for , goals against , points ) :",O O O O O O O O O O O O O O O O O O O O O O O O O
W D L G / F G / A P,O O O O O O O O O O
Puchon 1 1 0 1 0 4,I-ORG O O O O O O
Chonan 1 0 0 5 4 3,I-ORG O O O O O O
Anyang 0 2 0 5 5 2,I-ORG O O O O O O
Suwon 0 2 0 3 3 2,I-ORG O O O O O O
Pohang 0 1 0 3 3 1,I-ORG O O O O O O
Pusan 0 1 0 0 2 1,I-ORG O O O O O O
Chonnam 0 1 1 5 6 1,I-ORG O O O O O O
Ulsan 0 0 1 4 5 0,I-ORG O O O O O O
Chonbuk 0 0 0 0 0 0,I-ORG O O O O O O
-DOCSTART-,O
Senegal cholera outbreak kills five .,I-LOC O O O O O
DAKAR 1996-08-22,I-LOC O
"An outbreak of cholera has killed five people in the central Senegal town of Kaolack , where health authorities have recorded 291 cases since August 11 , a medical official said on Thursday .",O O O O O O O O O O O I-LOC O O I-LOC O O O O O O O O O O O O O O O O O O O
"Doctor Masserigne Ndiaye said medical staff were overwhelmed with work . """,O I-PER I-PER O O O O O O O O O
"People are rushing to the hospital as soon as the first symptoms appear , that 's why we have fewer deaths , "" he told Reuters by telephone from the town , 160 km ( 100 miles ) southeast of the Senegalese capital Dakar .",O O O O O O O O O O O O O O O O O O O O O O O O O I-ORG O O O O O O O O O O O O O O O I-MISC O I-LOC O
-DOCSTART-,O
Nigerian general takes over Liberia ECOMOG force .,I-MISC O O O I-LOC I-ORG O O
MONROVIA 1996-08-22,I-LOC O
"Nigerian Major General Sam Victor Malu took over on Thursday as commander of the ECOMOG peacekeeping force in Liberia , two days after the start of the latest ceasefire in the six-year civil war .",I-MISC O O I-PER I-PER I-PER O O O O O O O O I-ORG O O O I-LOC O O O O O O O O O O O O O O O O
"Malu replaced another Nigerian major general , John Inienger , who told officers at the handover ceremony that peace was now at hand for Liberia after six years of fighting and more than a dozen failed accords .",I-PER O O I-MISC O O O I-PER I-PER O O O O O O O O O O O O O O O I-LOC O O O O O O O O O O O O O
""" The search for peace in Liberia has been difficult , challenging and sometimes painful .",O O O O O O I-LOC O O O O O O O O O
"Peacekeepers were harassed , killed and taken hostage , "" he said .",O O O O O O O O O O O O O
""" It is difficult but I want to assure you that peace is in sight . """,O O O O O O O O O O O O O O O O O
"United Nations military observers travelling to the western town of Tubmanburg on Wednesday to monitor the ceasefire were delayed by shooting along the highway , U.N. special representative Anthony Nyakyi said .",I-ORG I-ORG O O O O O O O O I-LOC O O O O O O O O O O O O O O I-ORG O O I-PER I-PER O O
They finally went ahead with an escort from the ULIMO-J faction .,O O O O O O O O O I-ORG O O
Faction leaders who agreed a new peace deal in the Nigerian capital Abuja on Saturday have accused each other of breaking the ceasefire .,O O O O O O O O O O I-MISC O I-LOC O O O O O O O O O O O
"The latest peace deal foresees the disarmament of an estimated 60,000 combatants and sets a target date of May 30 next year for elections .",O O O O O O O O O O O O O O O O O O O O O O O O O
"The ECOMOG force , currently 10,000 strong , was sent to Liberia by the Economic Community of West African States in 1990 at the height of the fighting .",O I-ORG O O O O O O O O O I-LOC O O I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O
-DOCSTART-,O
Guinea calls two days of prayer .,I-LOC O O O O O O
CONAKRY 1996-08-22,I-LOC O
The West African state of Guinea declared Thursday and Friday days of national prayer .,O I-MISC I-MISC O O I-LOC O O O O O O O O O
"A government statement , broadcast repeatedly by state radio , said the two days of prayer were "" for the dead , for peace and prosperity in Guinea , the victory of the new government and the health of the head of state "" .",O O O O O O O O O O O O O O O O O O O O O O O O O O O I-LOC O O O O O O O O O O O O O O O O O
The precise reason for the call was not immediately clear .,O O O O O O O O O O O
"Guinea 's president , Lansana Conte , vice-president of the Organisation of the Islamic Conference , left for Kuwait on August 16 to prepare the next OIC summit in Pakistan in 1997 .",I-LOC O O O I-PER I-PER O O O O I-ORG I-ORG I-ORG I-ORG I-ORG O O O I-LOC O O O O O O O I-ORG O O I-LOC O O O
"Koranic reading sessions and prayers were to be held in the farming town of Badi-Tondon , near his home about 60 km ( 40 miles ) from the capital Conakry .",I-MISC O O O O O O O O O O O O O I-LOC O O O O O O O O O O O O O O I-LOC O
"Conte , an army general , survived a February army pay revolt which at the time he described as a veiled attempt to topple him .",I-PER O O O O O O O O O O O O O O O O O O O O O O O O O
He has since named a prime minister for the first time since early in his rule and ordered a crackdown on corruption .,O O O O O O O O O O O O O O O O O O O O O O O
Conte seized power in 1984 after the death of veteran Marxist leader Ahmed Sekou Toure .,I-PER O O O O O O O O O I-MISC O I-PER I-PER I-PER O
He won elections in 1993 .,O O O O O O
-DOCSTART-,O
South African answers U.S. message in a bottle .,I-MISC I-MISC O I-LOC O O O O O
JOHANNESBURG 1996-08-22,I-LOC O
A South African boy is writing back to an American girl whose message in a bottle he found washed up on President Nelson Mandela 's old prison island .,O I-MISC I-MISC O O O O O O I-MISC O O O O O O O O O O O O I-PER I-PER O O O O O
"But Carlo Hoffmann , an 11-year-old jailer 's son who found the bottle on the beach at Robben Island off Cape Town after winter storms , will send his letter back by ordinary mail on Thursday , the post office said .",O I-PER I-PER O O O O O O O O O O O O O O I-LOC I-LOC O I-LOC I-LOC O O O O O O O O O O O O O O O O O O O O
It will be sent for free .,O O O O O O O
"Danielle Murray from Sandusky , Ohio , the same age as her new penfriend , asked for a reply from whoever received the message she flung on its journey months ago on the other side of the Atlantic Ocean .",I-PER I-PER O I-LOC O I-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I-LOC I-LOC O
